adapter,budget_hit,error,evicted_kv_mib,extra_arrival_index,extra_backend,extra_bits,extra_builtin_request_fallback,extra_cache_rebuild_reason,extra_cache_reused,extra_effective_prompt_chars,extra_env,extra_family,extra_gpu0_peak_memory_mib,extra_gpu1_peak_memory_mib,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_history_turns,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_loss_em,extra_metric_loss_f1,extra_metric_loss_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_text,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,recompute_ms,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,session_id,split,task,ttft_ms,turn_index
kivi,False,,0.0,17,qwen2_kivi,4,false,new_session,False,131,edgekv-kivi,kivi,7542.12060546875,7547.2392578125,,,,,,,,,,[],quantized,32,11592,True,6888,672,28672,32,16,1.0,0.5833333333333333,0.5833333333333333,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session E is another concurrent request stream.

Question:
What metric should increase when global pressure rises?
Answer:",23,budget hit rate should increase as global pressure rises,data/fixtures/pilot_session_trace_requests.jsonl,0.0,70.47096639871597,917.7407175302505,15473.176419734955,70.30995562672615,2021.609216928482,0.0,917.9819040000439,0.07507205009460449,first_token,persistent,1.36376953125,1.36376953125,1.36376953125,917.9819040000439,short,True,True," The number of concurrent requests in Session E should increase when global pressure rises.
Explanation",15089.35986328125,kivi_4bit_residual32,0.0,1.0,0.0,session_e_turn_000__pressure_r1_c2,1.36376953125,0.0,7822.3125,0.0,session-e__pressure_r1_c2,eval,qa,70.47096639871597,0
kivi,False,,0.0,18,qwen2_kivi,4,false,history_turns_present,False,678,edgekv-kivi,kivi,7606.53515625,7645.267578125,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes."", ""User: Summarize:\nThe follow-up for session B discusses how restore events can increase TTFT even when average memory drops.\nSummary:"", ""Assistant: Restore events can raise TTFT even if average memory usage goes down.""]",quantized,32,12432,True,7364,700,32256,32,16,1.0,0.40740740740740733,0.40740740740740733,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B comes back after partial eviction. The system may need to restore or recompute part of its KV cache before generating the next answer.
Summary:",134,"When session B returns after eviction, the backend may restore or recompute cached state.",data/fixtures/pilot_session_trace_requests.jsonl,0.0,145.80366760492325,1159.9498614668846,15473.176419734955,145.63166350126266,2021.609216928482,0.0,1160.2347008883953,0.0784359872341156,first_token,persistent,3.542724609375,3.542724609375,1.2646484375,1160.2347008883953,medium,True,True," 
Session B resumes after partial eviction, requiring the system to restore or recompute",15251.802734375,kivi_4bit_residual32,0.0,1.0,0.0,session_b_turn_002__pressure_r1_c1,3.542724609375,2.278076171875,7822.3125,0.0,session-b__pressure_r1_c1,eval,summary,145.80366760492325,2
kivi,False,,0.0,19,qwen2_kivi,4,false,history_turns_present,False,678,edgekv-kivi,kivi,7607.1640625,7645.896484375,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes."", ""User: Summarize:\nThe follow-up for session B discusses how restore events can increase TTFT even when average memory drops.\nSummary:"", ""Assistant: Restore events can raise TTFT even if average memory usage goes down.""]",quantized,32,13272,True,7840,728,35840,32,16,1.0,0.40740740740740733,0.40740740740740733,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B comes back after partial eviction. The system may need to restore or recompute part of its KV cache before generating the next answer.
Summary:",134,"When session B returns after eviction, the backend may restore or recompute cached state.",data/fixtures/pilot_session_trace_requests.jsonl,0.0,140.48925414681435,1158.1606268882751,15473.176419734955,140.31832665205002,2021.609216928482,0.0,1158.4679745137691,0.07902458310127258,first_token,persistent,3.542724609375,3.542724609375,1.2646484375,1158.4679745137691,medium,True,True," 
Session B resumes after partial eviction, requiring the system to restore or recompute",15253.060546875,kivi_4bit_residual32,0.0,1.0,0.0,session_b_turn_002__pressure_r1_c2,3.542724609375,2.278076171875,7822.3125,0.0,session-b__pressure_r1_c2,eval,summary,140.48925414681435,2
kivi,False,,0.0,20,qwen2_kivi,4,false,history_turns_present,False,354,edgekv-kivi,kivi,7566.41064453125,7584.0947265625,,,,,,,,,,"[""User: Context:\nSession D arrives while other sessions are still active.\n\nQuestion:\nWhy can that trigger eviction?\nAnswer:"", ""Assistant: because the global resident KV budget may be exceeded when multiple sessions overlap""]",quantized,32,14112,True,8344,784,37632,32,16,1.0,0.8666666666666667,0.8666666666666667,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D continues after a crowded interval.

Question:
What backend behavior should differ from independent requests?
Answer:",63,"interleaved sessions should trigger eviction, restore, recompute, or queue behavior that independent requests do not show",data/fixtures/pilot_session_trace_requests.jsonl,0.0,100.32585263252258,1139.161042869091,15473.176419734955,100.14049336314201,2021.609216928482,0.0,1139.68401029706,0.087786465883255,first_token,persistent,2.19775390625,2.19775390625,0.869873046875,1139.68401029706,medium,True,True," 
Assistant: The backend should handle Session D's requests with awareness of the session",15150.50537109375,kivi_4bit_residual32,0.0,1.0,0.0,session_d_turn_001__pressure_r1_c1,2.19775390625,1.327880859375,7822.3125,0.0,session-d__pressure_r1_c1,eval,qa,100.32585263252258,1
kivi,False,,0.0,21,qwen2_kivi,4,false,history_turns_present,False,354,edgekv-kivi,kivi,7566.83447265625,7584.5185546875,,,,,,,,,,"[""User: Context:\nSession D arrives while other sessions are still active.\n\nQuestion:\nWhy can that trigger eviction?\nAnswer:"", ""Assistant: because the global resident KV budget may be exceeded when multiple sessions overlap""]",quantized,32,14952,True,8848,840,39424,32,16,1.0,0.8666666666666667,0.8666666666666667,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D continues after a crowded interval.

Question:
What backend behavior should differ from independent requests?
Answer:",63,"interleaved sessions should trigger eviction, restore, recompute, or queue behavior that independent requests do not show",data/fixtures/pilot_session_trace_requests.jsonl,0.0,98.34231436252594,1133.532803505659,15473.176419734955,98.15733879804611,2021.609216928482,0.0,1133.9615248143673,0.08001923561096191,first_token,persistent,2.19775390625,2.19775390625,0.869873046875,1133.9615248143673,medium,True,True," 
Assistant: The backend should handle Session D's requests with awareness of the session",15151.35302734375,kivi_4bit_residual32,0.0,1.0,0.0,session_d_turn_001__pressure_r1_c2,2.19775390625,1.327880859375,7822.3125,0.0,session-d__pressure_r1_c2,eval,qa,98.34231436252594,1
kivi,False,,0.0,22,qwen2_kivi,4,false,history_turns_present,False,802,edgekv-kivi,kivi,7614.673828125,7656.3623046875,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency."", ""User: Summarize:\nThe second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.\nSummary:"", ""Assistant: A good trace shows resident KV near budget and may expose queueing under sustained pressure.""]",quantized,32,15792,True,9324,868,43008,32,16,1.0,0.625,0.6875,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The final session C turn closes the trace by comparing action distributions under different budgets and checking whether backend events align with the raw CSV.
Summary:",144,The final turn checks that budget-dependent action shifts align with backend events in the raw CSV.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,143.76935362815857,1160.9883978962898,15473.176419734955,143.59691366553307,2021.609216928482,0.0,1161.2682193517685,0.07715076208114624,first_token,persistent,3.901611328125,3.901611328125,1.300537109375,1161.2682193517685,long,True,True," 
The final session C turn compares action distributions across various budgets and verifies that backend",15271.0361328125,kivi_4bit_residual32,0.0,1.0,0.0,session_c_turn_002__pressure_r1_c1,3.901611328125,2.60107421875,7822.3125,0.0,session-c__pressure_r1_c1,eval,summary,143.76935362815857,2
kivi,False,,0.0,23,qwen2_kivi,4,false,history_turns_present,False,802,edgekv-kivi,kivi,7615.3232421875,7657.01171875,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency."", ""User: Summarize:\nThe second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.\nSummary:"", ""Assistant: A good trace shows resident KV near budget and may expose queueing under sustained pressure.""]",quantized,32,16632,True,9800,896,46592,32,16,1.0,0.625,0.6875,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The final session C turn closes the trace by comparing action distributions under different budgets and checking whether backend events align with the raw CSV.
Summary:",144,The final turn checks that budget-dependent action shifts align with backend events in the raw CSV.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,140.33076167106628,1154.3557308614254,15473.176419734955,140.15229791402817,2021.609216928482,0.0,1154.778115451336,0.0776238739490509,first_token,persistent,3.901611328125,3.901611328125,1.300537109375,1154.778115451336,long,True,True," 
The final session C turn compares action distributions across various budgets and verifies that backend",15272.3349609375,kivi_4bit_residual32,0.0,1.0,0.0,session_c_turn_002__pressure_r1_c2,3.901611328125,2.60107421875,7822.3125,0.0,session-c__pressure_r1_c2,eval,summary,140.33076167106628,2
kivi,False,,0.0,0,qwen2_kivi,4,false,new_session,False,95,edgekv-kivi,kivi,7531.63525390625,7536.818359375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.6,0.76,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV keeps per-session KV state.

Question:
What does resident KV mean?
Answer:",21,resident KV is the portion of cached key/value state still kept in memory,data/fixtures/pilot_session_trace_requests.jsonl,0.0,73.9547424018383,835.2455124258995,11163.051132112741,73.58704879879951,0.22735074162483215,0.0,835.7364572584629,0.20259246230125427,first_token,persistent,1.96875,1.96875,1.96875,835.7364572584629,short,True,True," In the context of TailGuardKV, ""resident KV"" likely refers to the",15068.45361328125,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_000__pressure_r1_c1,1.96875,0.0,9373.91015625,0.0,session-a__pressure_r1_c1,calibration,qa,73.9547424018383,0
kivi,False,,0.0,1,qwen2_kivi,4,false,new_session,False,95,edgekv-kivi,kivi,7532.61962890625,7537.802734375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.6,0.76,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV keeps per-session KV state.

Question:
What does resident KV mean?
Answer:",21,resident KV is the portion of cached key/value state still kept in memory,data/fixtures/pilot_session_trace_requests.jsonl,0.0,71.51209190487862,825.0313103199005,11163.051132112741,71.32061943411827,0.22735074162483215,0.0,825.3596685826778,0.08778274059295654,first_token,persistent,1.96875,1.96875,1.96875,825.3596685826778,short,True,True," In the context of TailGuardKV, ""resident KV"" likely refers to the",15070.42236328125,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_000__pressure_r1_c2,1.96875,0.0,9373.91015625,0.0,session-a__pressure_r1_c2,calibration,qa,71.51209190487862,0
kivi,False,,0.0,2,qwen2_kivi,4,false,new_session,False,193,edgekv-kivi,kivi,7543.85986328125,7553.79296875,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.8571428571428571,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.
Summary:",37,Offloading reduces memory pressure but can add restore latency when the session resumes.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,74.13167878985405,818.082433193922,11163.051132112741,73.94541800022125,0.22735074162483215,0.0,818.3606415987015,0.08183717727661133,first_token,persistent,2.84375,2.84375,2.84375,818.3606415987015,medium,True,True," Session B begins with a detailed discussion on cache eviction and restore costs, highlighting that",15097.65283203125,kivi_4bit_residual64,0.12857142857142856,0.8714285714285714,0.0,session_b_turn_000__pressure_r1_c1,2.84375,0.0,9373.91015625,0.0,session-b__pressure_r1_c1,calibration,summary,74.13167878985405,0
kivi,False,,0.0,3,qwen2_kivi,4,false,new_session,False,193,edgekv-kivi,kivi,7545.28173828125,7555.21484375,,,,,,,,,,[],unquantized_short_request,32,0,False,0,0,0,64,16,1.0,0.8571428571428571,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.
Summary:",37,Offloading reduces memory pressure but can add restore latency when the session resumes.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,73.98277521133423,819.0739117562771,11163.051132112741,73.817677795887,0.22735074162483215,0.0,819.3306289613247,0.077810138463974,first_token,persistent,2.84375,2.84375,2.84375,819.3306289613247,medium,True,True," Session B begins with a detailed discussion on cache eviction and restore costs, highlighting that",15100.49658203125,kivi_4bit_residual64,0.12857142857142856,0.8714285714285714,0.0,session_b_turn_000__pressure_r1_c2,2.84375,0.0,9373.91015625,0.0,session-b__pressure_r1_c2,calibration,summary,73.98277521133423,0
kivi,False,,0.0,4,qwen2_kivi,4,false,history_turns_present,False,301,edgekv-kivi,kivi,7560.94287109375,7578.626953125,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory""]",quantized,32,756,True,420,28,1792,64,16,1.0,0.6666666666666667,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV tracks offloaded and dropped state separately.

Question:
Which one causes recompute?
Answer:",63,dropped state causes recompute when the session returns,data/fixtures/pilot_session_trace_requests.jsonl,0.0,77.94081047177315,1072.948195040226,11163.051132112741,77.76843383908272,0.22735074162483215,0.0,1073.2139199972153,0.0774972140789032,first_token,persistent,2.79931640625,2.79931640625,0.83056640625,1073.2139199972153,short,True,True," 
Recompute is typically caused by offloaded state in TailGuardKV. When",15139.56982421875,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_001__pressure_r1_c1,2.79931640625,1.96875,9373.91015625,0.0,session-a__pressure_r1_c1,calibration,qa,77.94081047177315,1
kivi,False,,0.0,5,qwen2_kivi,4,false,history_turns_present,False,301,edgekv-kivi,kivi,7561.35986328125,7579.0439453125,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory""]",quantized,32,1512,True,840,56,3584,64,16,1.0,0.6666666666666667,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
TailGuardKV tracks offloaded and dropped state separately.

Question:
Which one causes recompute?
Answer:",63,dropped state causes recompute when the session returns,data/fixtures/pilot_session_trace_requests.jsonl,0.0,78.44280079007149,1095.427479594946,11163.051132112741,78.27350497245789,0.22735074162483215,0.0,1095.6862904131413,0.07661432027816772,first_token,persistent,2.79931640625,2.79931640625,0.83056640625,1095.6862904131413,short,True,True," 
Recompute is typically caused by offloaded state in TailGuardKV. When",15140.40380859375,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_001__pressure_r1_c2,2.79931640625,1.96875,9373.91015625,0.0,session-a__pressure_r1_c2,calibration,qa,78.44280079007149,1
kivi,False,,0.0,6,qwen2_kivi,4,false,new_session,False,209,edgekv-kivi,kivi,7546.39306640625,7556.029296875,,,,,,,,,,[],quantized,32,1512,True,840,56,3584,64,16,1.0,0.9285714285714286,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.
Summary:",36,The report distinguishes policy budget filtering from real backend budget hits under concurrency.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,75.74070245027542,833.0154046416283,11163.051132112741,75.56143403053284,0.22735074162483215,0.0,833.296675235033,0.08288770914077759,first_token,persistent,2.7890625,2.7890625,2.7890625,833.296675235033,long,True,True, Session C focuses on memory budgeting in multiple conversations and stresses the importance of distinguishing,15102.42236328125,kivi_4bit_residual64,0.0,1.0,0.0,session_c_turn_000__pressure_r1_c1,2.7890625,0.0,9373.91015625,0.0,session-c__pressure_r1_c1,calibration,summary,75.74070245027542,0
kivi,False,,0.0,7,qwen2_kivi,4,false,new_session,False,209,edgekv-kivi,kivi,7547.78759765625,7557.423828125,,,,,,,,,,[],quantized,32,1512,True,840,56,3584,64,16,1.0,0.9285714285714286,0.9285714285714286,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
Session C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.
Summary:",36,The report distinguishes policy budget filtering from real backend budget hits under concurrency.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,79.2425088584423,827.1764479577541,11163.051132112741,79.07012104988098,0.22735074162483215,0.0,827.4283781647682,0.07972866296768188,first_token,persistent,2.7890625,2.7890625,2.7890625,827.4283781647682,long,True,True, Session C focuses on memory budgeting in multiple conversations and stresses the importance of distinguishing,15105.21142578125,kivi_4bit_residual64,0.0,1.0,0.0,session_c_turn_000__pressure_r1_c2,2.7890625,0.0,9373.91015625,0.0,session-c__pressure_r1_c2,calibration,summary,79.2425088584423,0
kivi,False,,0.0,8,qwen2_kivi,4,false,history_turns_present,False,426,edgekv-kivi,kivi,7575.3720703125,7598.6689453125,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes.""]",quantized,32,2352,True,1316,84,5376,64,16,1.0,0.41666666666666663,0.41666666666666663,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The follow-up for session B discusses how restore events can increase TTFT even when average memory drops.
Summary:",82,Restore events can raise TTFT even if average memory usage goes down.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,109.459038823843,1129.599615931511,11163.051132112741,109.28652435541153,0.22735074162483215,0.0,1129.8542879521847,0.07674098014831543,first_token,persistent,3.481201171875,3.481201171875,0.637451171875,1129.8542879521847,medium,True,True," 
Restore events can prolong TTFT despite a decrease in average memory usage. 
",15174.041015625,kivi_4bit_residual64,0.0,1.0,0.0,session_b_turn_001__pressure_r1_c1,3.481201171875,2.84375,9373.91015625,0.0,session-b__pressure_r1_c1,calibration,summary,109.459038823843,1
kivi,False,,0.0,9,qwen2_kivi,4,false,history_turns_present,False,426,edgekv-kivi,kivi,7575.70703125,7599.00390625,,,,,,,,,,"[""User: Summarize:\nSession B starts with a medium-length document about cache eviction and restore costs. The important point is that offloading saves memory but may add restore latency later.\nSummary:"", ""Assistant: Offloading reduces memory pressure but can add restore latency when the session resumes.""]",quantized,32,3192,True,1792,112,7168,64,16,1.0,0.41666666666666663,0.41666666666666663,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The follow-up for session B discusses how restore events can increase TTFT even when average memory drops.
Summary:",82,Restore events can raise TTFT even if average memory usage goes down.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,105.52143305540085,1118.3313503861427,11163.051132112741,105.34684732556343,0.22735074162483215,0.0,1118.5913532972336,0.08171051740646362,first_token,persistent,3.481201171875,3.481201171875,0.637451171875,1118.5913532972336,medium,True,True," 
Restore events can prolong TTFT despite a decrease in average memory usage. 
",15174.7109375,kivi_4bit_residual64,0.0,1.0,0.0,session_b_turn_001__pressure_r1_c2,3.481201171875,2.84375,9373.91015625,0.0,session-b__pressure_r1_c2,calibration,summary,105.52143305540085,1
kivi,False,,0.0,10,qwen2_kivi,4,false,new_session,False,115,edgekv-kivi,kivi,7541.34814453125,7547.685546875,,,,,,,,,,[],quantized,32,3192,True,1792,112,7168,64,16,1.0,0.9310344827586207,0.9310344827586207,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D arrives while other sessions are still active.

Question:
Why can that trigger eviction?
Answer:",22,because the global resident KV budget may be exceeded when multiple sessions overlap,data/fixtures/pilot_session_trace_requests.jsonl,0.0,70.67206129431725,816.7370967566967,11163.051132112741,70.49664482474327,0.22735074162483215,0.0,817.0067928731441,0.08466467261314392,first_token,persistent,2.0234375,2.0234375,2.0234375,817.0067928731441,medium,True,True, Session D arriving while other sessions are still active can trigger eviction due to resource constraints,15089.03369140625,kivi_4bit_residual64,0.0,1.0,0.0,session_d_turn_000__pressure_r1_c1,2.0234375,0.0,9373.91015625,0.0,session-d__pressure_r1_c1,calibration,qa,70.67206129431725,0
kivi,False,,0.0,11,qwen2_kivi,4,false,new_session,False,115,edgekv-kivi,kivi,7542.35986328125,7548.697265625,,,,,,,,,,[],quantized,32,3192,True,1792,112,7168,64,16,1.0,0.9310344827586207,0.9310344827586207,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session D arrives while other sessions are still active.

Question:
Why can that trigger eviction?
Answer:",22,because the global resident KV budget may be exceeded when multiple sessions overlap,data/fixtures/pilot_session_trace_requests.jsonl,0.0,70.29223442077637,829.3255567550659,11163.051132112741,70.12014091014862,0.22735074162483215,0.0,829.5821622014046,0.08855387568473816,first_token,persistent,2.0234375,2.0234375,2.0234375,829.5821622014046,medium,True,True, Session D arriving while other sessions are still active can trigger eviction due to resource constraints,15091.05712890625,kivi_4bit_residual64,0.0,1.0,0.0,session_d_turn_000__pressure_r1_c2,2.0234375,0.0,9373.91015625,0.0,session-d__pressure_r1_c2,calibration,qa,70.29223442077637,0
kivi,False,,0.0,12,qwen2_kivi,4,false,history_turns_present,False,504,edgekv-kivi,kivi,7590.44140625,7619.67578125,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory"", ""User: Context:\nTailGuardKV tracks offloaded and dropped state separately.\n\nQuestion:\nWhich one causes recompute?\nAnswer:"", ""Assistant: dropped state causes recompute when the session returns""]",quantized,32,4032,True,2268,140,8960,64,16,1.0,0.8,0.9,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session A returns after other sessions have occupied memory.

Question:
What happens if its state was offloaded?
Answer:",102,the system performs a restore before continuing,data/fixtures/pilot_session_trace_requests.jsonl,0.0,116.6752316057682,1147.2205929458141,11163.051132112741,116.49812385439873,0.22735074162483215,0.0,1147.4725864827633,0.08264556527137756,first_token,persistent,4.198974609375,4.198974609375,1.399658203125,1147.4725864827633,medium,True,True," 
If Session A's state was offloaded, it means that the state was",15210.1171875,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_002__pressure_r1_c1,4.198974609375,2.79931640625,9373.91015625,0.0,session-a__pressure_r1_c1,eval,qa,116.6752316057682,2
kivi,False,,0.0,13,qwen2_kivi,4,false,history_turns_present,False,504,edgekv-kivi,kivi,7591.15234375,7620.38671875,,,,,,,,,,"[""User: Context:\nTailGuardKV keeps per-session KV state.\n\nQuestion:\nWhat does resident KV mean?\nAnswer:"", ""Assistant: resident KV is the portion of cached key/value state still kept in memory"", ""User: Context:\nTailGuardKV tracks offloaded and dropped state separately.\n\nQuestion:\nWhich one causes recompute?\nAnswer:"", ""Assistant: dropped state causes recompute when the session returns""]",quantized,32,4872,True,2744,168,10752,64,16,1.0,0.8,0.9,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,,"Context:
Session A returns after other sessions have occupied memory.

Question:
What happens if its state was offloaded?
Answer:",102,the system performs a restore before continuing,data/fixtures/pilot_session_trace_requests.jsonl,0.0,108.62815752625465,1154.672272503376,11163.051132112741,108.46691206097603,0.22735074162483215,0.0,1154.9654640257359,0.07748231291770935,first_token,persistent,4.198974609375,4.198974609375,1.399658203125,1154.9654640257359,medium,True,True," 
If Session A's state was offloaded, it means that the state was",15211.5390625,kivi_4bit_residual64,0.0,1.0,0.0,session_a_turn_002__pressure_r1_c2,4.198974609375,2.79931640625,9373.91015625,0.0,session-a__pressure_r1_c2,eval,qa,108.62815752625465,2
kivi,False,,0.0,14,qwen2_kivi,4,false,history_turns_present,False,512,edgekv-kivi,kivi,7584.45263671875,7610.427734375,,,,,,,,,,"[""User: Summarize:\nSession C carries a longer report about memory budgeting across many concurrent conversations. It emphasizes that the system should separate policy-level filtering from backend budget hits.\nSummary:"", ""Assistant: The report distinguishes policy budget filtering from real backend budget hits under concurrency.""]",quantized,32,5712,True,3220,196,12544,64,16,1.0,0.7241379310344829,0.7931034482758621,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,,"Summarize:
The second turn of session C explains that a resident trace should show global resident KV near the configured budget and expose queueing if pressure remains too high.
Summary:",91,A good trace shows resident KV near budget and may expose queueing under sustained pressure.,data/fixtures/pilot_session_trace_requests.jsonl,0.0,271.0530087351799,1310.2282881736755,11163.051132112741,270.85035666823387,0.22735074162483215,0.0,1310.5482645332813,0.0838935375213623,first_token,persistent,3.80419921875,3.80419921875,1.01513671875,1310.5482645332813,long,True,True," 
Session C's second turn suggests that a resident trace should indicate near-configured",15194.88037109375,kivi_4bit_residual64,0.0,1.0,0.0,session_c_turn_001__pressure_r1_c1,3.80419921875,2.7890625,9373.91015625,0.0,session-c__pressure_r1_c1,eval,summary,271.0530087351799,1
