adapter,error,latency_ms,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_strategy,extra_unsupported,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,630.9139430522919,True,True," This page contains the most recent match schedules, but be aware that the fixtures and",4306.61083984375,full_gpu,0.0,1.0,xsum_000194,8655.75,630.9139430522919,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,0.4652440547943115,0.09186938405036926,630.0273723900318,0.1158006489276886,630.9139430522919,,full/exact transformers smoke,"The BBC has extensive live athletics coverage across TV, desktop, mobile, tablet and app.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,858.131118118763,True,True, Teachers' leaders have condemned plans to turn all state schools into academies by ,4708.02880859375,full_gpu,0.0,1.0,xsum_000164,8655.75,858.131118118763,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,3.6764368414878845,0.11423230171203613,854.0152460336685,0.10656192898750305,858.131118118763,,full/exact transformers smoke,One of the most moderate teaching unions has voted for industrial action over government plans to force all schools in England to become academies.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,718.5128927230835,True,True, Leicestershire's Nathan Buck claimed 3-64 as Lancashire,4500.78662109375,full_gpu,0.0,1.0,xsum_000159,8655.75,718.5128927230835,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,1.7061494290828705,0.09416788816452026,716.3499481976032,0.10693073272705078,718.5128927230835,,full/exact transformers smoke,Pace bowler Kyle Jarvis claimed 5-69 for Lancashire as they earned a sizeable first-innings lead on a rain-shortened day against Leicestershire.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1074.3085145950317,True,True, The results on the new dataset showed that the personalized model generated high-quality and specific,5046.52978515625,full_gpu,0.0,1.0,longbench_qasper_000105,8655.75,1074.3085145950317,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,5.515545606613159,0.14988332986831665,1068.3240294456482,0.09791180491447449,1074.3085145950317,,full/exact transformers smoke,"average recipe-level coherence scores of 1.78-1.82, human evaluators preferred personalized model outputs to baseline 63% of the time",,zai-org/LongBench,,,,,batch,,,,,,
full,,607.5193807482719,True,True, Police have recovered a quantity of suspected heroin worth up to Â£1m following,4320.86083984375,full_gpu,0.0,1.0,xsum_000207,8655.75,607.5193807482719,short,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,0.5053281784057617,0.08295848965644836,606.6086739301682,0.10900571942329407,607.5193807482719,,full/exact transformers smoke,"A man has appeared in court after cannabis with an estimated street value of £90,000 was seized in Aberdeen.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,845.3778438270092,True,True, Labour MP David Lammy has called for a debate on introducing public holidays for Eid,4678.93115234375,full_gpu,0.0,1.0,xsum_000172,8655.75,845.3778438270092,long,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,2.8378330171108246,0.11274218559265137,842.1397022902966,0.10258331894874573,845.3778438270092,,full/exact transformers smoke,"The UK should show that it ""embraces"" the Muslim and Hindu faiths by making Eid and Diwali public holidays, Conservative MP Bob Blackman has said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,640.3692550957203,True,True, Premiership side Wasps have signed Samoa winger Frank Halai to a new contract that,4361.83740234375,full_gpu,0.0,1.0,xsum_000161,8655.75,640.3692550957203,medium,eval,summary,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,0.7330216467380524,0.08779019117355347,639.229066669941,0.10721385478973389,640.3692550957203,,full/exact transformers smoke,Wasps winger Frank Halai will join French Top 14 side Pau at the end of the Premiership season.,,EdinburghNLP/xsum,,,,,batch,,,,,,
full,,1068.565994501114,True,True," The combination of rewards for reinforcement learning in the model includes an irony reward, a",4989.25048828125,full_gpu,0.0,1.0,longbench_qasper_000106,8655.75,1068.565994501114,long,eval,qa_long_context,transformers,,false,,,,full,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,46.80267348885536,16526.69360116124,4.7186873853206635,0.1414678990840912,1063.3582286536694,0.11687353253364563,1068.565994501114,,full/exact transformers smoke,"irony accuracy, sentiment preservation",,zai-org/LongBench,,,,,batch,,,,,,
kivi,,5493.048436939716,True,True, The ground truth for fake news in the study is established through a dataset that was,4986.91162109375,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000000,8727.46484375,5493.048436939716,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.5,0.6666666666666667,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.22382661700248718,5492.208924144506,0.5978457629680634,5493.048436939716,,,Ground truth is not established in the paper,,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1150.454767048359,True,True, Four brothers accused of fraudulently raising Â£1.2m for a,4365.47998046875,kivi_4bit_residual32,0.0,1.0,xsum_000000,8727.46484375,1150.454767048359,medium,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7857142857142857,0.7857142857142857,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.07702037692070007,1150.1289419829845,0.24250522255897522,1150.454767048359,,,Former Premier League footballer Sam Sodje has appeared in court alongside three brothers accused of charity fraud.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1140.5153423547745,True,True, Two teenagers have been charged over an attack on police during a car theft in east,4332.20654296875,kivi_4bit_residual32,0.05263157894736836,0.9473684210526316,xsum_000004,8727.46484375,1140.5153423547745,short,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.4736842105263158,0.5789473684210527,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.07763504981994629,1140.2214094996452,0.2102889120578766,1140.5153423547745,,,Two teenagers have been charged in connection with an incident in west Belfast in which a car collided with two police vehicles.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1672.9336977005005,True,True, Labour leadership contenders Harriet Harman and Andy Burnham have urged supporters of Jeremy,4865.11376953125,kivi_4bit_residual32,0.0,1.0,xsum_000009,8727.46484375,1672.9336977005005,long,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.6571428571428573,0.6571428571428573,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.08000805974006653,1672.3813861608505,0.46712905168533325,1672.9336977005005,,,Labour leadership hopefuls Liz Kendall and Yvette Cooper have said their supporters should back anyone other than Jeremy Corbyn in the contest.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,2060.5991557240486,True,True, Prime Minister David Cameron has faced criticism over his description of migrants in Calais as,5301.7158203125,kivi_4bit_residual32,0.00512820512820511,0.9948717948717949,xsum_000071,8727.46484375,2060.5991557240486,xl,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.6,0.8,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.09410828351974487,2059.9730275571346,0.5260631442070007,2060.5991557240486,,,"David Cameron is facing Labour calls to apologise for calling refugees at a camp in Calais ""a bunch of migrants"" at Prime Minister's Questions.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1751.7519146203995,True,True, The GhostVLAD approach is a pooling strategy inspired by the work on face recognition,5025.3251953125,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000001,8727.46484375,1751.7519146203995,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8461538461538461,0.8461538461538461,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.09032711386680603,1751.2129358947277,0.4430599510669708,1751.7519146203995,,,"extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters",,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1234.3719825148582,True,True, Middlesex have ruled out Australia batsman Adam Voges returning before the end of,4420.404296875,kivi_4bit_residual32,0.0,1.0,xsum_000001,8727.46484375,1234.3719825148582,medium,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.6875,0.75,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.08386746048927307,1234.0316250920296,0.25078654289245605,1234.3719825148582,,,Middlesex batsman Adam Voges will be out until August after suffering a torn calf muscle in his right leg.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1170.1680161058903,True,True, A 21-year-old man has been seriously injured after being hit by a,4327.49072265625,kivi_4bit_residual32,0.0,1.0,xsum_000005,8727.46484375,1170.1680161058903,short,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.5862068965517241,0.6551724137931034,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.07795542478561401,1169.8688827455044,0.21643564105033875,1170.1680161058903,,,A pedestrian has been struck by a taxi in Dundee after it mounted the pavement.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1474.489826709032,True,True," School leaders are warning that cuts to their budgets are leading to a ""bare bones",4670.591796875,kivi_4bit_residual32,0.0,1.0,xsum_000010,8727.46484375,1474.489826709032,long,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8461538461538461,0.8974358974358975,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.07985159754753113,1474.0853533148766,0.31935423612594604,1474.489826709032,,,"Head teachers say they are axing GCSE and A-level subjects, increasing class sizes and cutting support services as they struggle with school funding.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,2169.2012697458267,True,True, Liverpool drew 0-0 with Manchester United at Anfield in a tightly contested,5348.54296875,kivi_4bit_residual32,0.0,1.0,xsum_000087,8727.46484375,2169.2012697458267,xl,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.5999999999999999,0.6666666666666666,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.388482004404,16027.718249708414,0.0,0.08594617247581482,2168.634157627821,0.4758313298225403,2169.2012697458267,,,Liverpool and Manchester United played out a goalless and uneventful stalemate on a disappointing night at Anfield.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,5553.73715236783,True,True, Their model outperforms previous state-of-the-art methods by 68.,4946.98193359375,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000002,8708.01171875,5553.73715236783,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7857142857142857,0.7857142857142857,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.1954697072505951,5552.988056093454,0.5460567772388458,5553.73715236783,,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1281.2912538647652,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue's 1,4477.68701171875,kivi_4bit_residual32,0.06060606060606055,0.9393939393939394,xsum_000002,8708.01171875,1281.2912538647652,medium,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.21212121212121227,0.2727272727272728,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08438155055046082,1280.923429876566,0.2763010561466217,1281.2912538647652,,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1186.2517669796944,True,True, The BBC's Chris Buckler reports from the scene of a major explosion in the,4309.37451171875,kivi_4bit_residual32,0.0,1.0,xsum_000011,8708.01171875,1186.2517669796944,short,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7209302325581395,0.813953488372093,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08159130811691284,1185.9078481793404,0.25608018040657043,1186.2517669796944,,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1452.8166577219963,True,True, A cafe in Georgia which supports gay rights says it was attacked by neo-Naz,4623.177734375,kivi_4bit_residual32,0.06349206349206349,0.9365079365079365,xsum_000017,8708.01171875,1452.8166577219963,long,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7777777777777778,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08887052536010742,1452.3793049156666,0.34232810139656067,1452.8166577219963,,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,2395.4614996910095,True,True," As clubs spend record sums on players, they are increasingly turning to experts to help",5444.85205078125,kivi_4bit_residual32,0.0,1.0,xsum_000107,8708.01171875,2395.4614996910095,xl,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.9354838709677419,0.9354838709677419,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.09149312973022461,2394.8350101709366,0.5287937819957733,2395.4614996910095,,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1768.631275743246,True,True, The paper explores the impact of various features and context on the performance of different models,5001.91015625,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000003,8708.01171875,1768.631275743246,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08856132626533508,1768.087163567543,0.448811799287796,1768.631275743246,,,using tweets that one has replied or quoted to as contextual information,,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1245.2232837677002,True,True," The man who created 4chan, the notorious internet forum, is to join",4505.22412109375,kivi_4bit_residual32,0.05363984674329492,0.9463601532567051,xsum_000003,8708.01171875,1245.2232837677002,medium,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7037037037037037,0.7777777777777778,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08222460746765137,1244.831494987011,0.30360743403434753,1245.2232837677002,,,Google has hired the creator of one of the web's most notorious forums - 4chan.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1159.2612005770206,True,True, A man in his 30s with blonde hair and a scratch on his,4352.669921875,kivi_4bit_residual32,0.0,1.0,xsum_000013,8708.01171875,1159.2612005770206,short,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7333333333333334,0.7999999999999999,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.07575377821922302,1158.9464470744133,0.2333223819732666,1159.2612005770206,,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1338.5580852627754,True,True, Barnsley striker Sam Bradshaw says he has learned a lot from watching comp,4568.24951171875,kivi_4bit_residual32,0.0,1.0,xsum_000019,8708.01171875,1338.5580852627754,long,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7058823529411765,0.7058823529411765,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08388981223106384,1338.1672017276287,0.30107423663139343,1338.5580852627754,,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,2336.2307213246822,True,True, The 209 member nations of world football's governing body Fifa are,5469.4375,kivi_4bit_residual32,0.0,1.0,xsum_000110,8708.01171875,2336.2307213246822,xl,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.6744186046511629,0.7674418604651163,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2076.0513432323933,16277.478586882353,0.0,0.08609145879745483,2335.665713995695,0.47348812222480774,2336.2307213246822,,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,5566.314414143562,True,True," The study examined the following Facebook pages:

- FoxNews
- CNN
-",5000.966796875,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000004,8720.78515625,5566.314414143562,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8285714285714285,0.8857142857142857,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.2151094377040863,5565.274953842163,0.8153393864631653,5566.314414143562,,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1303.834244608879,True,True," Barcelona president Sandro Rosell has resigned, saying he was ""suffering",4503.45654296875,kivi_4bit_residual32,0.12454212454212443,0.8754578754578756,xsum_000006,8720.78515625,1303.834244608879,medium,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7142857142857142,0.7142857142857142,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08718296885490417,1303.4346885979176,0.30457600951194763,1303.834244608879,,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1195.089291781187,True,True, Sri Lanka pace bowler Nuwan Eranga has been suspended from international cricket after,4347.3671875,kivi_4bit_residual32,0.0,1.0,xsum_000029,8720.78515625,1195.089291781187,short,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8333333333333333,0.8333333333333333,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08081644773483276,1194.6900561451912,0.311288982629776,1195.089291781187,,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1426.6951903700829,True,True," The aspen tree, a native species in Scotland, typically reproduces through suck",4604.474609375,kivi_4bit_residual32,0.0,1.0,xsum_000027,8720.78515625,1426.6951903700829,long,calibration,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8857142857142857,0.9428571428571428,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08788704872131348,1426.24931037426,0.3506876528263092,1426.6951903700829,,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1821.525678038597,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5009.103515625,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000005,8720.78515625,1821.525678038597,long,calibration,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.0866614282131195,1821.0010342299938,0.4313364624977112,1821.525678038597,,,Yes,,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1767.9348960518837,True,True, The baselines refer to previous methods or models that the authors compare their proposed T,5055.36376953125,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000100,8720.78515625,1767.9348960518837,long,eval,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.8958333333333334,0.9166666666666666,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08535012602806091,1767.3779278993607,0.46462565660476685,1767.9348960518837,,,"Vanilla ST baseline, encoder pre-training, in which the ST encoder is initialized from an ASR model, decoder pre-training, in which the ST decoder is initialized from an MT model, encoder-decoder pre-training, where both the encoder and decoder are pre-trained, many-to-many multi-task model where the encoders and decoders are derived from pre-trained ASR and MT models, Triangle+pre-train: BIBREF18 DBLP:conf/naacl/AnastasopoulosC18 proposed a triangle multi-task strategy for speech translation",,zai-org/LongBench,,,,,batch,,,,,,
kivi,,1188.255712389946,True,True, Everton midfielder Enric Gallego has signed a season-long loan deal with Serie,4354.4375,kivi_4bit_residual32,0.0,1.0,xsum_000150,8720.78515625,1188.255712389946,short,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7419354838709677,0.8064516129032258,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08147209882736206,1187.9011504352093,0.2659447491168976,1188.255712389946,,,Everton winger Gerard Deulofeu has joined Italian side AC Milan on loan until the end of the season.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1450.0100910663605,True,True, Shares in food company Premier Foods have soared after it emerged that US spice giant McCorm,4643.64111328125,kivi_4bit_residual32,0.0,1.0,xsum_000151,8720.78515625,1450.0100910663605,long,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.7837837837837838,0.8378378378378378,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08458644151687622,1449.5719112455845,0.3472641110420227,1450.0100910663605,,,"McCormick, the American food flavourings business, has said it may increase its $700m (£494m) bid for the UK's Premier Foods.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1296.1142808198929,True,True, Two university students who died after a night out in Northampton in 20,4495.208984375,kivi_4bit_residual32,0.0,1.0,xsum_000152,8720.78515625,1296.1142808198929,medium,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.736842105263158,0.8421052631578947,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.08238106966018677,1295.716654509306,0.30853599309921265,1296.1142808198929,,,"The policing of a major incident at a nightclub in which two students were killed in a crush was ""appropriate"", the police watchdog has said.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1772.6181112229824,True,True," The paper focuses on English language texts, as evidenced by the context of propaganda detection",4959.798828125,kivi_4bit_residual32,0.0,1.0,longbench_qasper_000101,8720.78515625,1772.6181112229824,long,eval,qa_long_context,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,1.0,1.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2175.162311643362,16087.846379727125,0.0,0.09036064147949219,1772.0944695174694,0.4266388714313507,1772.6181112229824,,,Unanswerable,,zai-org/LongBench,,,,,batch,,,,,,
kivi,,4846.652295440435,True,True," Police are investigating after a scrambler motorcycle crashed into a lake in west Belfast,",4332.79345703125,kivi_4bit_residual32,0.0,1.0,xsum_000157,8662.34375,4846.652295440435,short,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.5789473684210527,0.6842105263157895,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2074.7340507805347,16160.949274897575,0.0,0.1920051872730255,4846.091344952583,0.3613494336605072,4846.652295440435,,,"A community worker has said scrambler motorcycles are a problem in west Belfast, as a woman remains in a critical condition after a collision.",,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1373.601645231247,True,True," A US company that raised $415,000 (Â£",4624.1591796875,kivi_4bit_residual32,0.044657097288676284,0.9553429027113237,xsum_000153,8662.34375,1373.601645231247,long,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.9393939393939394,0.9393939393939394,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2074.7340507805347,16160.949274897575,0.0,0.07922202348709106,1373.2360750436783,0.2805963158607483,1373.601645231247,,,A crowdfunded handset designed to help people disconnect from their smartphones is due to ship at the end of November after a series of setbacks.,,EdinburghNLP/xsum,,,,,batch,,,,,,
kivi,,1139.7060342133045,True,True, A nurse has been charged with attempted murder after a patient allegedly tried to stab him,4364.302734375,kivi_4bit_residual32,0.0,1.0,xsum_000154,8662.34375,1139.7060342133045,medium,eval,summary,qwen2_kivi,4,false,edgekv-kivi,,,kivi,,,,quantized,32,True,32,1.0,0.5757575757575757,0.5757575757575757,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,2074.7340507805347,16160.949274897575,0.0,0.07567182183265686,1139.358002692461,0.2668723464012146,1139.7060342133045,,,A care worker at an NHS psychiatric unit has been charged with raping a young female patient.,,EdinburghNLP/xsum,,,,,batch,,,,,,
