request_id,session_id,turn_index,arrival_index,task,prompt,reference,history_turns,split,original_request_id,original_session_id,pressure_round,pressure_copy,pressure_budget_mib
qa-session-020-turn1__pressure_r1_c2,qa-session-020__pressure_r1_c2,1,123,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 18; the destination warehouse-7 cannot change.,"[""User: Context: Team Atlas can ship exactly 38 crates on August 18. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 38 crates on August 18 to warehouse-7.""]",calibration,qa-session-020-turn1,qa-session-020,1,2,26.0
qa-session-020-turn2__pressure_r1_c1,qa-session-020__pressure_r1_c1,2,124,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 38 crates into two equal batches while keeping August 18 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 38 crates on August 18. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 38 crates on August 18 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 18; the destination warehouse-7 cannot change.""]",eval,qa-session-020-turn2,qa-session-020,1,1,26.0
qa-session-020-turn2__pressure_r1_c2,qa-session-020__pressure_r1_c2,2,125,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 38 crates into two equal batches while keeping August 18 and destination warehouse-7 unchanged.,"[""User: Context: Team Atlas can ship exactly 38 crates on August 18. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 38 crates on August 18 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 18; the destination warehouse-7 cannot change.""]",eval,qa-session-020-turn2,qa-session-020,1,2,26.0
qa-session-021-turn0__pressure_r1_c1,qa-session-021__pressure_r1_c1,0,126,qa,"Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Borealis ships 39 crates on August 12 to checkpoint-3.,[],calibration,qa-session-021-turn0,qa-session-021,1,1,26.0
qa-session-021-turn0__pressure_r1_c2,qa-session-021__pressure_r1_c2,0,127,qa,"Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Borealis ships 39 crates on August 12 to checkpoint-3.,[],calibration,qa-session-021-turn0,qa-session-021,1,2,26.0
qa-session-021-turn1__pressure_r1_c1,qa-session-021__pressure_r1_c1,1,128,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 12; the destination checkpoint-3 cannot change.,"[""User: Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 39 crates on August 12 to checkpoint-3.""]",calibration,qa-session-021-turn1,qa-session-021,1,1,26.0
qa-session-021-turn1__pressure_r1_c2,qa-session-021__pressure_r1_c2,1,129,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 12; the destination checkpoint-3 cannot change.,"[""User: Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 39 crates on August 12 to checkpoint-3.""]",calibration,qa-session-021-turn1,qa-session-021,1,2,26.0
qa-session-021-turn2__pressure_r1_c1,qa-session-021__pressure_r1_c1,2,130,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 39 crates into two equal batches while keeping August 12 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 39 crates on August 12 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 12; the destination checkpoint-3 cannot change.""]",calibration,qa-session-021-turn2,qa-session-021,1,1,26.0
qa-session-021-turn2__pressure_r1_c2,qa-session-021__pressure_r1_c2,2,131,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 39 crates into two equal batches while keeping August 12 and destination checkpoint-3 unchanged.,"[""User: Context: Team Borealis can ship exactly 39 crates on August 12. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 39 crates on August 12 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 12; the destination checkpoint-3 cannot change.""]",calibration,qa-session-021-turn2,qa-session-021,1,2,26.0
qa-session-022-turn0__pressure_r1_c1,qa-session-022__pressure_r1_c1,0,132,qa,"Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 40 crates on August 13 to relay-5.,[],calibration,qa-session-022-turn0,qa-session-022,1,1,26.0
qa-session-022-turn0__pressure_r1_c2,qa-session-022__pressure_r1_c2,0,133,qa,"Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Cinder ships 40 crates on August 13 to relay-5.,[],calibration,qa-session-022-turn0,qa-session-022,1,2,26.0
qa-session-022-turn1__pressure_r1_c1,qa-session-022__pressure_r1_c1,1,134,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 13; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 40 crates on August 13 to relay-5.""]",eval,qa-session-022-turn1,qa-session-022,1,1,26.0
qa-session-022-turn1__pressure_r1_c2,qa-session-022__pressure_r1_c2,1,135,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 13; the destination relay-5 cannot change.,"[""User: Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 40 crates on August 13 to relay-5.""]",eval,qa-session-022-turn1,qa-session-022,1,2,26.0
qa-session-022-turn2__pressure_r1_c1,qa-session-022__pressure_r1_c1,2,136,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 40 crates into two equal batches while keeping August 13 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 40 crates on August 13 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination relay-5 cannot change.""]",calibration,qa-session-022-turn2,qa-session-022,1,1,26.0
qa-session-022-turn2__pressure_r1_c2,qa-session-022__pressure_r1_c2,2,137,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 40 crates into two equal batches while keeping August 13 and destination relay-5 unchanged.,"[""User: Context: Team Cinder can ship exactly 40 crates on August 13. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 40 crates on August 13 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 13; the destination relay-5 cannot change.""]",calibration,qa-session-022-turn2,qa-session-022,1,2,26.0
qa-session-023-turn0__pressure_r1_c1,qa-session-023__pressure_r1_c1,0,138,qa,"Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 41 crates on August 14 to depot-2.,[],calibration,qa-session-023-turn0,qa-session-023,1,1,26.0
qa-session-023-turn0__pressure_r1_c2,qa-session-023__pressure_r1_c2,0,139,qa,"Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",Team Delta ships 41 crates on August 14 to depot-2.,[],calibration,qa-session-023-turn0,qa-session-023,1,2,26.0
qa-session-023-turn1__pressure_r1_c1,qa-session-023__pressure_r1_c1,1,140,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 14; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 41 crates on August 14 to depot-2.""]",eval,qa-session-023-turn1,qa-session-023,1,1,26.0
qa-session-023-turn1__pressure_r1_c2,qa-session-023__pressure_r1_c2,1,141,qa,"Question: What date was locked for the shipment, and what cannot change?
Answer:",August 14; the destination depot-2 cannot change.,"[""User: Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 41 crates on August 14 to depot-2.""]",eval,qa-session-023-turn1,qa-session-023,1,2,26.0
qa-session-023-turn2__pressure_r1_c1,qa-session-023__pressure_r1_c1,2,142,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 41 crates into two equal batches while keeping August 14 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 41 crates on August 14 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination depot-2 cannot change.""]",eval,qa-session-023-turn2,qa-session-023,1,1,26.0
qa-session-023-turn2__pressure_r1_c2,qa-session-023__pressure_r1_c2,2,143,qa,"Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",Yes. Split 41 crates into two equal batches while keeping August 14 and destination depot-2 unchanged.,"[""User: Context: Team Delta can ship exactly 41 crates on August 14. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 41 crates on August 14 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination depot-2 cannot change.""]",eval,qa-session-023-turn2,qa-session-023,1,2,26.0
summary-session-000-turn0__pressure_r1_c1,summary-session-000__pressure_r1_c1,0,144,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],eval,summary-session-000-turn0,summary-session-000,1,1,26.0
summary-session-000-turn0__pressure_r1_c2,summary-session-000__pressure_r1_c2,0,145,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],eval,summary-session-000-turn0,summary-session-000,1,2,26.0
summary-session-000-turn1__pressure_r1_c1,summary-session-000__pressure_r1_c1,1,146,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-000-turn1,summary-session-000,1,1,26.0
summary-session-000-turn1__pressure_r1_c2,summary-session-000__pressure_r1_c2,1,147,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-000-turn1,summary-session-000,1,2,26.0
summary-session-000-turn2__pressure_r1_c1,summary-session-000__pressure_r1_c1,2,148,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 3 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-000-turn2,summary-session-000,1,1,26.0
summary-session-000-turn2__pressure_r1_c2,summary-session-000__pressure_r1_c2,2,149,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 3 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for North Basin. Quarter one backlog fell by 40% after a staffing reshuffle. Quarter two still missed the response SLA by 17 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 3 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: North Basin reduced backlog by 40% but still missed the SLA by 17 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-000-turn2,summary-session-000,1,2,26.0
summary-session-001-turn0__pressure_r1_c1,summary-session-001__pressure_r1_c1,0,150,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],eval,summary-session-001-turn0,summary-session-001,1,1,26.0
summary-session-001-turn0__pressure_r1_c2,summary-session-001__pressure_r1_c2,0,151,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],eval,summary-session-001-turn0,summary-session-001,1,2,26.0
summary-session-001-turn1__pressure_r1_c1,summary-session-001__pressure_r1_c1,1,152,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-001-turn1,summary-session-001,1,1,26.0
summary-session-001-turn1__pressure_r1_c2,summary-session-001__pressure_r1_c2,1,153,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-001-turn1,summary-session-001,1,2,26.0
summary-session-001-turn2__pressure_r1_c1,summary-session-001__pressure_r1_c1,2,154,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 4 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-001-turn2,summary-session-001,1,1,26.0
summary-session-001-turn2__pressure_r1_c2,summary-session-001__pressure_r1_c2,2,155,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 4 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for River Ward. Quarter one backlog fell by 41% after a staffing reshuffle. Quarter two still missed the response SLA by 18 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 4 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: River Ward reduced backlog by 41% but still missed the SLA by 18 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-001-turn2,summary-session-001,1,2,26.0
summary-session-002-turn0__pressure_r1_c1,summary-session-002__pressure_r1_c1,0,156,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],calibration,summary-session-002-turn0,summary-session-002,1,1,26.0
summary-session-002-turn0__pressure_r1_c2,summary-session-002__pressure_r1_c2,0,157,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],calibration,summary-session-002-turn0,summary-session-002,1,2,26.0
summary-session-002-turn1__pressure_r1_c1,summary-session-002__pressure_r1_c1,1,158,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",eval,summary-session-002-turn1,summary-session-002,1,1,26.0
summary-session-002-turn1__pressure_r1_c2,summary-session-002__pressure_r1_c2,1,159,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",eval,summary-session-002-turn1,summary-session-002,1,2,26.0
summary-session-002-turn2__pressure_r1_c1,summary-session-002__pressure_r1_c1,2,160,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 5 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-002-turn2,summary-session-002,1,1,26.0
summary-session-002-turn2__pressure_r1_c2,summary-session-002__pressure_r1_c2,2,161,summary,"Summarize the remaining risk after the process change, naming the weak detail explicitly.
Summary:",The weak detail is that only 5 satellite offices completed the replay drill.,"[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Port Annex. Quarter one backlog fell by 42% after a staffing reshuffle. Quarter two still missed the response SLA by 19 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 5 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Port Annex reduced backlog by 42% but still missed the SLA by 19 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details."", ""User: Summarize only the operational sequence introduced in quarter three.\nSummary:"", ""Assistant: The quarter-three sequence is intake audit, supervisor review, then nightly replay.""]",calibration,summary-session-002-turn2,summary-session-002,1,2,26.0
summary-session-003-turn0__pressure_r1_c1,summary-session-003__pressure_r1_c1,0,162,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for Hill Sector. Quarter one backlog fell by 43% after a staffing reshuffle. Quarter two still missed the response SLA by 20 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 6 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","Hill Sector reduced backlog by 43% but still missed the SLA by 20 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],calibration,summary-session-003-turn0,summary-session-003,1,1,26.0
summary-session-003-turn0__pressure_r1_c2,summary-session-003__pressure_r1_c2,0,163,summary,"Summarize the report with the main metric changes and the final recommendation.

Report for Hill Sector. Quarter one backlog fell by 43% after a staffing reshuffle. Quarter two still missed the response SLA by 20 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 6 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.

Summary:","Hill Sector reduced backlog by 43% but still missed the SLA by 20 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.",[],calibration,summary-session-003-turn0,summary-session-003,1,2,26.0
summary-session-003-turn1__pressure_r1_c1,summary-session-003__pressure_r1_c1,1,164,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Hill Sector. Quarter one backlog fell by 43% after a staffing reshuffle. Quarter two still missed the response SLA by 20 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 6 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Hill Sector reduced backlog by 43% but still missed the SLA by 20 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-003-turn1,summary-session-003,1,1,26.0
summary-session-003-turn1__pressure_r1_c2,summary-session-003__pressure_r1_c2,1,165,summary,"Summarize only the operational sequence introduced in quarter three.
Summary:","The quarter-three sequence is intake audit, supervisor review, then nightly replay.","[""User: Summarize the report with the main metric changes and the final recommendation.\n\nReport for Hill Sector. Quarter one backlog fell by 43% after a staffing reshuffle. Quarter two still missed the response SLA by 20 hours because one routing table stayed stale. Quarter three added a three-step escalation: intake audit, supervisor review, and nightly replay. The report warns that only 6 satellite offices completed the replay drill, so the main recommendation is to preserve the escalation details for the next audit.\n\nSummary:"", ""Assistant: Hill Sector reduced backlog by 43% but still missed the SLA by 20 hours; the report recommends preserving the intake audit, supervisor review, and nightly replay details.""]",calibration,summary-session-003-turn1,summary-session-003,1,2,26.0
